code,name,symptoms
777,Bone disorder,"{'Back pain': '36', 'Knee pain': '27', 'Leg pain': '25', 'Shoulder pain': '25', 'Bones are painful': '16', 'Leg cramps or spasms': '5', 'Leg weakness': '5', 'Difficulty speaking': '3', 'Hot flashes': '3', 'Stiffness all over': '3', 'Leg lump or mass': '2', 'Muscle stiffness or tightness': '2'}"
778,Epilepsy,"{'Seizures': '91', 'Headache': '32', 'Abnormal involuntary movements': '13', 'Disturbance of memory': '9', 'Difficulty speaking': '4', 'Lack of growth': '2', 'Stiffness all over': '2', 'Eye moves abnormally': '2', 'Muscle weakness': '1'}"
779,Personality disorder,"{'Depressive or psychotic symptoms': '70', 'Depression': '68', 'Anxiety and nervousness': '51', 'Hostile behavior': '24', 'Insomnia': '20', 'Excessive anger': '16', 'Low self-esteem': '15', 'Delusions or hallucinations': '13', 'Drug abuse': '12', 'Fears and phobias': '8', 'Temper problems': '7', 'Obsessions and compulsions': '7'}"
780,Shingles (herpes zoster),"{'Skin rash': '82', 'Back pain': '41', 'Skin lesion': '40', 'Itching of skin': '30', 'Ache all over': '26', 'Headache': '26', 'Sharp abdominal pain': '25', 'Side pain': '25', 'Sharp chest pain': '25', 'Abnormal appearing skin': '24', 'Pain in eye': '19', 'Facial pain': '18'}"
781,Tourette syndrome,"{'Abnormal involuntary movements': '77', 'Depressive or psychotic symptoms': '33', 'Headache': '27', 'Allergic reaction': '20', 'Drug abuse': '11', 'Sleepiness': '11', 'Abnormal movement of eyelid': '11', 'Excessive anger': '11', 'Delusions or hallucinations': '11', 'Obsessions and compulsions': '11', 'Temper problems': '11', 'Warts': '11'}"
782,Avascular necrosis,"{'Hip pain': '86', 'Knee pain': '53', 'Shoulder pain': '45', 'Drug abuse': '12', 'Bowlegged or knock-kneed': '12', 'Shoulder stiffness or tightness': '12', 'Shoulder weakness': '12'}"
783,Strep throat,"{'Sore throat': '95', 'Fever': '85', 'Cough': '59', 'Headache': '50', 'Vomiting': '40', 'Ear pain': '39', 'Nasal congestion': '38', 'Skin rash': '32', 'Ache all over': '28', 'Difficulty in swallowing': '18', 'Chills': '15', 'Decreased appetite': '13'}"
784,Spinocerebellar ataxia,"{'Problems with movement': '72', 'Dizziness': '53', 'Abnormal involuntary movements': '42', 'Skin rash': '27', 'Fainting': '27', 'Difficulty speaking': '27', 'Headache': '27', 'Blood in urine': '27', 'Foot or toe pain': '27', 'Cough': '27', 'Anxiety and nervousness': '27', 'Disturbance of memory': '27'}"
785,Osteomyelitis,"{'Skin lesion': '56', 'Skin on leg or foot looks infected': '29', 'Hand or finger pain': '20', 'Hand or finger swelling': '9', 'Difficulty speaking': '7', 'Foot or toe swelling': '7', 'Knee swelling': '5', 'Bones are painful': '5', 'Skin on arm or hand looks infected': '5', 'Irregular appearing nails': '5', 'Arm swelling': '2', 'Lymphedema': '2'}"
786,Sjogren syndrome,"{'Symptoms of eye': '60', 'Diminished vision': '46', 'Ache all over': '36', 'Joint pain': '29', 'Pain in eye': '21', 'Peripheral edema': '21', 'Mouth dryness': '21', 'Spots or clouds in vision': '21', 'Itchiness of eye': '21', 'Difficulty in swallowing': '12', 'Regurgitation': '12', 'Groin pain': '12'}"
787,Adhesive capsulitis of the shoulder,"{'Shoulder pain': '94', 'Shoulder stiffness or tightness': '56', 'Neck pain': '33', 'Ache all over': '29', 'Elbow pain': '19', 'Arm pain': '19', 'Skin on arm or hand looks infected': '7', 'Shoulder swelling': '7', 'Stiffness all over': '7', 'Muscle pain': '7', 'Ankle stiffness or tightness': '7'}"
788,Viral hepatitis,"{'Sharp abdominal pain': '26', 'Abusing alcohol': '13', 'Drug abuse': '13', 'Melena': '3', 'Stomach bloating': '2', 'Symptoms of the kidneys': '1', 'Hand or finger stiffness or tightness': '1', 'Low self-esteem': '1', 'Incontinence of stool': '1'}"
789,Tonsillar hypertrophy,"{'Swollen or red tonsils': '71', 'Abnormal breathing sounds': '71', 'Sore throat': '56', 'Nasal congestion': '46', 'Apnea': '42', 'Cough': '40', 'Redness in ear': '30', 'Hurts to breath': '29', 'Fever': '29', 'Drainage in throat': '17', 'Allergic reaction': '17', 'Difficulty in swallowing': '17'}"
790,Gastritis,"{'Sharp abdominal pain': '82', 'Vomiting': '75', 'Nausea': '65', 'Burning abdominal pain': '55', 'Sharp chest pain': '41', 'Upper abdominal pain': '40', 'Diarrhea': '40', 'Fever': '27', 'Headache': '24', 'Heartburn': '24', 'Vomiting blood': '20', 'Regurgitation': '15'}"
791,Skin cancer,"{'Skin lesion': '67', 'Abnormal appearing skin': '55', 'Skin moles': '29', 'Skin growth': '27', 'Skin dryness peeling scaliness or roughness': '22', 'Skin swelling': '19', 'Itching of skin': '16', 'Irregular appearing scalp': '16', 'Warts': '8', 'Acne or pimples': '7', 'Lip swelling': '7', 'Skin irritation': '6'}"
792,Rheumatic fever,"{'Itchiness of eye': '84', 'Knee lump or mass': '14', 'Bedwetting': '14', 'Excessive growth': '14', 'Pelvic pressure': '14', 'Vulvar sore': '14', 'Eye strain': '14', 'Loss of sex drive': '14', 'Neck cramps or spasms': '14', 'Shoulder swelling': '14', 'Joint stiffness or tightness': '14', 'Nailbiting': '14'}"
793,Aphthous ulcer,"{'Mouth ulcer': '82', 'Fever': '59', 'Sore throat': '54', 'Mouth pain': '47', 'Tongue lesions': '44', 'Toothache': '40', 'Ache all over': '30', 'Skin rash': '30', 'Headache': '30', 'Lip sore': '30', 'Cough': '24', 'Swollen tongue': '24'}"
794,Tonsillitis,"{'Sore throat': '75', 'Swollen or red tonsils': '62', 'Abnormal breathing sounds': '48', 'Nasal congestion': '37', 'Throat feels tight': '32', 'Redness in ear': '30', 'Apnea': '17', 'Diminished hearing': '17', 'Drainage in throat': '13', 'Allergic reaction': '13', 'Lump in throat': '13', 'Throat redness': '9'}"
795,Intestinal cancer,"{'Sharp abdominal pain': '48', 'Diarrhea': '39', 'Neck mass': '28', 'Regurgitation': '28', 'Foot or toe swelling': '20', 'Changes in stool appearance': '20', 'Lump or mass of breast': '11', 'Decreased appetite': '11', 'Throat feels tight': '11', 'Jaundice': '11', 'Mouth pain': '11', 'Pain in testicles': '11'}"
796,Rocky Mountain spotted fever,"{'Headache': '100', 'Shoulder cramps or spasms': '32', 'Excessive anger': '32', 'Ankle pain': '32', 'Wrist pain': '32', 'Pain during pregnancy': '32', 'Facial pain': '32', 'Joint stiffness or tightness': '32', 'Pain or soreness of breast': '32', 'Knee lump or mass': '32', 'Pain in eye': '32', 'Fatigue': '32'}"
559,Stomach cancer,"{'Sharp abdominal pain': '48', 'Nausea': '45', 'Vomiting': '41', 'Fatigue': '28', 'Weakness': '28', 'Diarrhea': '28', 'Burning abdominal pain': '23', 'Fluid retention': '16', 'Difficulty in swallowing': '16', 'Constipation': '16', 'Peripheral edema': '16', 'Heartburn': '9'}"
560,Developmental disability,"{'Depressive or psychotic symptoms': '47', 'Seizures': '34', 'Hostile behavior': '26', 'Lack of growth': '24', 'Difficulty speaking': '20', 'Temper problems': '9', 'Obsessions and compulsions': '7', 'Delusions or hallucinations': '6', 'Restlessness': '5', 'Excessive anger': '5', 'Antisocial behavior': '3', 'Fears and phobias': '2'}"
561,Acute stress reaction,"{'Anxiety and nervousness': '77', 'Sharp chest pain': '47', 'Headache': '45', 'Depressive or psychotic symptoms': '43', 'Depression': '42', 'Insomnia': '34', 'Dizziness': '32', 'Shortness of breath': '30', 'Fatigue': '25', 'Burning abdominal pain': '21', 'Abnormal involuntary movements': '17', 'Chest tightness': '17'}"
562,Delirium,"{'Disturbance of memory': '52', 'Depressive or psychotic symptoms': '48', 'Depression': '31', 'Problems with movement': '19', 'Hostile behavior': '16', 'Delusions or hallucinations': '13', 'Abnormal involuntary movements': '11', 'Focal weakness': '5', 'Difficulty speaking': '4', 'Hysterical behavior': '2', 'Disturbance of smell or taste': '2', 'Slurring words': '2'}"
563,Callus,"{'Skin growth': '63', 'Foot or toe pain': '62', 'Skin rash': '52', 'Skin lesion': '47', 'Abnormal appearing skin': '40', 'Acne or pimples': '30', 'Warts': '30', 'Skin dryness peeling scaliness or roughness': '27', 'Skin swelling': '27', 'Irregular appearing nails': '21', 'Foot or toe swelling': '17', 'Itching of skin': '17'}"
564,Guillain Barre syndrome,"{'Leg weakness': '55', 'Leg pain': '55', 'Loss of sensation': '49', 'Fever': '41', 'Ache all over': '41', 'Dizziness': '41', 'Paresthesia': '32', 'Hand or finger pain': '32', 'Weakness': '32', 'Difficulty speaking': '19', 'Problems with movement': '19', 'Facial pain': '19'}"
565,Lumbago,"{'Low back pain': '85', 'Back pain': '84', 'Leg pain': '48', 'Neck pain': '28', 'Hip pain': '28', 'Lower body pain': '19', 'Side pain': '19', 'Back cramps or spasms': '3', 'Muscle pain': '3', 'Low back stiffness or tightness': '1', 'Low back cramps or spasms': '1'}"
566,Deviated nasal septum,"{'Nasal congestion': '79', 'Abnormal breathing sounds': '43', 'Headache': '36', 'Allergic reaction': '35', 'Difficulty breathing': '34', 'Painful sinuses': '29', 'Apnea': '27', 'Sore throat': '24', 'Facial pain': '21', 'Frontal headache': '21', 'Plugged feeling in ear': '21', 'Nosebleed': '19'}"
567,Hemangioma,"{'Abnormal appearing skin': '64', 'Skin lesion': '50', 'Skin moles': '38', 'Skin growth': '36', 'Lymphedema': '30', 'Skin swelling': '26', 'Skin dryness peeling scaliness or roughness': '18', 'Skin irritation': '10', 'Lip swelling': '10', 'Irregular appearing scalp': '7', 'Warts': '7', 'Irregular appearing nails': '5'}"
568,Patau syndrome,"{'Joint stiffness or tightness': '20', 'Knee lump or mass': '20', 'Eye strain': '20', 'Excessive growth': '20', 'Pelvic pressure': '20', 'Vulvar sore': '20', 'Bedwetting': '20', 'Loss of sex drive': '20', 'Neck cramps or spasms': '20', 'Shoulder swelling': '20', 'Nailbiting': '20', 'Shoulder cramps or spasms': '20'}"
569,Peripheral arterial disease,"{'Skin lesion': '55', 'Leg pain': '51', 'Foot or toe pain': '24', 'Poor circulation': '8', 'Lymphedema': '6', 'Leg cramps or spasms': '4', 'Feeling cold': '3', 'Hemoptysis': '2', 'Symptoms of the kidneys': '2'}"
570,Chronic back pain,"{'Back pain': '90', 'Low back pain': '70', 'Leg pain': '50', 'Neck pain': '34', 'Hip pain': '22', 'Loss of sensation': '21', 'Side pain': '20', 'Lower body pain': '15', 'Groin pain': '6', 'Back cramps or spasms': '4', 'Leg weakness': '4', 'Back stiffness or tightness': '2'}"
571,Heart failure,"{'Shortness of breath': '77', 'Sharp chest pain': '47', 'Difficulty breathing': '37', 'Peripheral edema': '27', 'Cough': '27', 'Weakness': '22', 'Chest tightness': '18', 'Leg swelling': '14', 'Weight gain': '10', 'Fluid retention': '9', 'Palpitations': '8', 'Hurts to breath': '6'}"
572,Conjunctivitis,"{'Eye redness': '87', 'Pain in eye': '67', 'Cough': '49', 'Nasal congestion': '46', 'Fever': '44', 'Itchiness of eye': '43', 'Swollen eye': '41', 'White discharge from eye': '36', 'Lacrimation': '30', 'Symptoms of eye': '27', 'Sore throat': '27', 'Coryza': '21'}"
573,Herniated disk,"{'Low back pain': '78', 'Back pain': '76', 'Leg pain': '66', 'Neck pain': '64', 'Loss of sensation': '35', 'Shoulder pain': '31', 'Hip pain': '29', 'Lower body pain': '27', 'Arm pain': '27', 'Paresthesia': '13', 'Leg weakness': '7', 'Arm weakness': '5'}"
574,Rhabdomyolysis,"{'Sharp chest pain': '59', 'Depressive or psychotic symptoms': '54', 'Arm pain': '48', 'Fatigue': '31', 'Loss of sensation': '31', 'Leg pain': '31', 'Peripheral edema': '31', 'Weakness': '31', 'Vomiting': '31', 'Ache all over': '31', 'Headache': '31', 'Hoarse voice': '18'}"
575,Breast infection (mastitis),"{'Pain or soreness of breast': '85', 'Lump or mass of breast': '53', 'Abnormal appearing skin': '40', 'Fever': '36', 'Bleeding or discharge from nipple': '23', 'Postpartum problems of the breast': '21', 'Recent pregnancy': '15', 'Chills': '15', 'Bones are painful': '11', 'Skin growth': '11', 'Long menstrual periods': '4', 'Mouth dryness': '4'}"
576,Abdominal aortic aneurysm,"{'Sharp abdominal pain': '53', 'Back pain': '35', 'Shortness of breath': '28', 'Sharp chest pain': '28', 'Side pain': '23', 'Burning abdominal pain': '23', 'Swollen abdomen': '13', 'Palpitations': '13', 'Retention of urine': '13', 'Arm swelling': '7', 'Groin pain': '7', 'Pallor': '7'}"
577,Pulmonary embolism,"{'Shortness of breath': '73', 'Sharp chest pain': '65', 'Difficulty breathing': '35', 'Cough': '29', 'Leg pain': '24', 'Back pain': '24', 'Side pain': '23', 'Weakness': '21', 'Chest tightness': '17', 'Hemoptysis': '15', 'Leg swelling': '13', 'Sweating': '10'}"
578,Conduct disorder,"{'Depressive or psychotic symptoms': '54', 'Hostile behavior': '52', 'Excessive anger': '31', 'Seizures': '30', 'Depression': '28', 'Fainting': '20', 'Temper problems': '18', 'Abusing alcohol': '11', 'Restlessness': '11', 'Hysterical behavior': '8', 'Delusions or hallucinations': '6', 'Lack of growth': '6'}"
579,Air embolism,"{'Pain in eye': '91', 'Shoulder cramps or spasms': '91', 'Facial pain': '91', 'Ankle pain': '91', 'Wrist pain': '91', 'Pain during pregnancy': '91', 'Excessive anger': '91', 'Joint stiffness or tightness': '91', 'Pain or soreness of breast': '91', 'Knee lump or mass': '91', 'Fatigue': '91', 'Excessive urination at night': '91'}"
580,Mastectomy,"{'Lump or mass of breast': '21', 'Pain or soreness of breast': '21', 'Problems with shape or size of breast': '8', 'Skin swelling': '8', 'Arm stiffness or tightness': '4', 'Smoking problems': '4', 'Burning chest pain': '4', 'Regurgitation': '4', 'Leg cramps or spasms': '4', 'Swollen lymph nodes': '4', 'Heartburn': '4', 'Hand or finger stiffness or tightness': '4'}"
581,Epididymitis,"{'Pain in testicles': '91', 'Swelling of scrotum': '73', 'Groin pain': '46', 'Sharp abdominal pain': '30', 'Side pain': '20', 'Lower abdominal pain': '18', 'Painful urination': '18', 'Blood in urine': '15', 'Retention of urine': '15', 'Lower body pain': '11', 'Swollen abdomen': '8', 'Mass in scrotum': '8'}"
582,Premature rupture of amniotic membrane,"{'Uterine contractions': '92', 'Fever': '28', 'Weight gain': '28', 'Seizures': '28', 'Spotting or bleeding during pregnancy': '28', 'Coryza': '28', 'Sharp abdominal pain': '28', 'Muscle swelling': '2', 'Low back weakness': '2', 'Elbow weakness': '2', 'Abnormal size or shape of ear': '2', 'Back weakness': '2'}"
583,Molluscum contagiosum,"{'Skin rash': '76', 'Skin swelling': '56', 'Skin lesion': '54', 'Warts': '49', 'Itching of skin': '29', 'Arm lump or mass': '25', 'Abnormal appearing skin': '25', 'Acne or pimples': '20', 'Skin growth': '20', 'Bumps on penis': '14', 'Knee lump or mass': '14', 'Skin dryness peeling scaliness or roughness': '8'}"
584,Necrotizing fasciitis,"{'Leg pain': '61', 'Hip pain': '43', 'Peripheral edema': '43', 'Hand or finger pain': '43', 'Vaginal pain': '43', 'Arm swelling': '43', 'Skin lesion': '43', 'Abnormal appearing skin': '43', 'Leg swelling': '43', 'Elbow cramps or spasms': '3', 'Elbow weakness': '3', 'Excessive growth': '3'}"
585,Benign vaginal discharge (leukorrhea),"{'Vaginal discharge': '92', 'Sharp abdominal pain': '57', 'Vaginal itching': '50', 'Problems during pregnancy': '28', 'Burning abdominal pain': '23', 'Painful urination': '21', 'Pelvic pain': '21', 'Vaginal pain': '18', 'Suprapubic pain': '18', 'Pain during pregnancy': '16', 'Frequent urination': '11', 'Vaginal redness': '9'}"
586,Bladder obstruction,"{'Retention of urine': '80', 'Symptoms of bladder': '46', 'Impotence': '44', 'Frequent urination': '41', 'Symptoms of prostate': '41', 'Suprapubic pain': '27', 'Blood in urine': '27', 'Hesitancy': '23', 'Peripheral edema': '13', 'Involuntary urination': '13', 'Excessive urination at night': '13', 'Bedwetting': '7'}"
587,Melanoma,"{'Skin lesion': '41', 'Abnormal appearing skin': '35', 'Skin moles': '16', 'Irregular appearing scalp': '14', 'Skin swelling': '12', 'Skin growth': '10', 'Swollen lymph nodes': '4', 'Back mass or lump': '4', 'Skin irritation': '4', 'Skin dryness peeling scaliness or roughness': '4', 'Itchy eyelid': '2', 'Skin on arm or hand looks infected': '2'}"
588,Cervical disorder,"{'Sharp abdominal pain': '32', 'Vaginal bleeding after menopause': '32', 'Pelvic pain': '22', 'Vaginal discharge': '16', 'Vaginal itching': '16', 'Intermenstrual bleeding': '16', 'Painful urination': '16', 'Painful menstruation': '9', 'Pain during intercourse': '9', 'Vaginal pain': '9', 'Hot flashes': '9', 'Focal weakness': '9'}"
589,Laryngitis,"{'Sore throat': '87', 'Hoarse voice': '83', 'Cough': '79', 'Nasal congestion': '55', 'Fever': '39', 'Coryza': '37', 'Ear pain': '32', 'Difficulty in swallowing': '19', 'Throat feels tight': '16', 'Allergic reaction': '16', 'Sinus congestion': '12', 'Difficulty speaking': '12'}"
590,Dyshidrosis,"{'Skin rash': '83', 'Skin lesion': '45', 'Skin dryness peeling scaliness or roughness': '38', 'Itching of skin': '38', 'Abnormal appearing skin': '38', 'Back pain': '29', 'Acne or pimples': '29', 'Dry or flaky scalp': '17', 'Foot or toe lump or mass': '17', 'Frequent urination': '17', 'Ankle pain': '17', 'Skin on leg or foot looks infected': '17'}"
591,Poisoning due to opioids,"{'Depressive or psychotic symptoms': '51', 'Drug abuse': '47', 'Arm pain': '25', 'Slurring words': '25', 'Dizziness': '25', 'Vomiting': '25', 'Difficulty speaking': '14', 'Abusing alcohol': '14', 'Feeling ill': '14', 'Sleepiness': '14', 'Arm weakness': '14', 'Problems with movement': '14'}"
592,Diaper rash,"{'Diaper rash': '81', 'Skin rash': '64', 'Diarrhea': '56', 'Fever': '53', 'Cough': '43', 'Nasal congestion': '40', 'Vomiting': '33', 'Blood in stool': '20', 'Irritable infant': '17', 'Pulling at ears': '10', 'Redness in ear': '6', 'Temper problems': '6'}"
593,Lichen planus,"{'Abnormal appearing skin': '47', 'Skin rash': '47', 'Itching of skin': '47', 'Skin moles': '37', 'Skin growth': '37', 'Skin dryness peeling scaliness or roughness': '37', 'Difficulty speaking': '23', 'Itchy scalp': '23', 'Mouth ulcer': '23', 'Skin lesion': '23', 'Irregular appearing scalp': '23', 'Acne or pimples': '23'}"
594,Gastroduodenal ulcer,"{'Sharp abdominal pain': '79', 'Vomiting': '52', 'Nausea': '51', 'Burning abdominal pain': '46', 'Upper abdominal pain': '42', 'Vomiting blood': '40', 'Sharp chest pain': '30', 'Headache': '27', 'Blood in stool': '27', 'Changes in stool appearance': '22', 'Melena': '22', 'Heartburn': '21'}"
595,Inguinal hernia,"{'Groin pain': '57', 'Groin mass': '37', 'Sharp abdominal pain': '36', 'Lower abdominal pain': '33', 'Ache all over': '32', 'Swollen abdomen': '24', 'Swelling of scrotum': '16', 'Pain in testicles': '14', 'Mass in scrotum': '3', 'Symptoms of the scrotum and testes': '1', 'Penis redness': '1'}"
